leftDeltaDistance,rightDeltaDistance,leftSpeed,rightSpeed,time,P,I,D
3156,917.8,-40.245338,0,877.554662,-877.554662,877.554662,0
3157,832,-40.263087,0,791.736913,-791.736913,791.736913,0
3158,964.6,-40.283665,0,924.316335,-924.316335,924.316335,0
3159,839.8,-40.301581,0,799.498419,-799.498419,799.498419,0
3160,886.6,-40.320495,0,846.279505,-846.279505,846.279505,0
3161,863.2,-40.33891,0,822.86109,-822.86109,822.86109,0
3162,2246.4,-40.386833,0,2206.013167,-2206.013167,2206.013167,0
3163,2191.8,-40.433591,0,2151.366409,-2151.366409,2151.366409,0
3164,2301,-40.482679,0,2260.517321,-2260.517321,2260.517321,0
3165,2459.6,-40.535151,0,2419.064849,-2419.064849,2419.064849,0
3166,1947.4,-40.576695,0,1906.823305,-1906.823305,1906.823305,0
3167,3057.6,-40.641924,0,3016.958076,-3016.958076,3016.958076,0
3168,2961.4,-40.705101,0,2920.694899,-2920.694899,2920.694899,0
3169,2867.8,-40.766281,0,2827.033719,-2827.033719,2827.033719,0
3170,3078.4,-40.831953,0,3037.568047,-3037.568047,3037.568047,0
3171,4310.8,-40.923917,0,4269.876083,-4269.876083,4269.876083,0
3172,4531.8,-41.020595,0,4490.779405,-4490.779405,4490.779405,0
3173,4477.2,-41.116109,0,4436.083891,-4436.083891,4436.083891,0
3174,4297.8,-41.207795,0,4256.592205,-4256.592205,4256.592205,0
3175,4482.4,-41.30342,0,4441.09658,-4441.09658,4441.09658,0
3176,4950.4,-41.409028,0,4908.990972,-4908.990972,4908.990972,0
3177,5012.8,-41.515968,0,4971.284032,-4971.284032,4971.284032,0
3178,5171.4,-41.626291,0,5129.773709,-5129.773709,5129.773709,0
3179,5579.6,-41.745323,0,5537.854677,-5537.854677,5537.854677,0
3180,5865.6,-41.870455,0,5823.729545,-5823.729545,5823.729545,0
3181,6146.4,-42.001579,0,6104.398421,-6104.398421,6104.398421,0
3182,5725.2,-42.123716,0,5683.076284,-5683.076284,5683.076284,0
3183,5551,-42.242138,0,5508.757862,-5508.757862,5508.757862,0
3184,5870.8,-42.367381,0,5828.432619,-5828.432619,5828.432619,0
3185,5496.4,-42.484638,0,5453.915362,-5453.915362,5453.915362,0
3186,5337.8,-42.598511,0,5295.201489,-5295.201489,5295.201489,0
3187,5657.6,-42.719206,0,5614.880794,-5614.880794,5614.880794,0
3188,5148,-42.82903,0,5105.17097,-5105.17097,5105.17097,0
3189,5743.4,-42.951556,0,5700.448444,-5700.448444,5700.448444,0
3190,5756.4,-43.074359,0,5713.325641,-5713.325641,5713.325641,0
3191,4828.2,-43.177361,0,4785.022639,-4785.022639,4785.022639,0
3192,4833.4,-43.280474,0,4790.119526,-4790.119526,4790.119526,0
3193,4963.4,-43.386359,0,4920.013641,-4920.013641,4920.013641,0
3194,4599.4,-43.48448,0,4555.91552,-4555.91552,4555.91552,0
3195,4989.4,-43.590921,0,4945.809079,-4945.809079,4945.809079,0
3196,4048.2,-43.677282,0,4004.522718,-4004.522718,4004.522718,0
3197,4050.8,-43.763699,0,4007.036301,-4007.036301,4007.036301,0
3198,4089.8,-43.850948,0,4045.949052,-4045.949052,4045.949052,0
3199,3889.6,-43.933926,0,3845.666074,-3845.666074,3845.666074,0
3200,4024.8,-44.019789,0,3980.780211,-3980.780211,3980.780211,0
3201,3476.2,-44.093948,0,3432.106052,-3432.106052,3432.106052,0
3202,3437.2,-44.167275,0,3393.032725,-3393.032725,3393.032725,0
3203,3442.4,-44.240713,0,3398.159287,-3398.159287,3398.159287,0
3204,3127.8,-44.307439,0,3083.492561,-3083.492561,3083.492561,0
3205,2446.6,-44.359633,0,2402.240367,-2402.240367,2402.240367,0
3206,2511.6,-44.413214,0,2467.186786,-2467.186786,2467.186786,0
3207,2436.2,-44.465186,0,2391.734814,-2391.734814,2391.734814,0
3208,2662.4,-44.521984,0,2617.878016,-2617.878016,2617.878016,0
3209,2077.4,-44.566302,0,2032.833698,-2032.833698,2032.833698,0
3210,2007.2,-44.609122,0,1962.590878,-1962.590878,1962.590878,0
3211,1989,-44.651554,0,1944.348446,-1944.348446,1944.348446,0
3212,2074.8,-44.695817,0,2030.104183,-2030.104183,2030.104183,0
3213,1700.4,-44.732092,0,1655.667908,-1655.667908,1655.667908,0
3214,1596.4,-44.766148,0,1551.633852,-1551.633852,1551.633852,0
3215,1794,-44.80442,0,1749.19558,-1749.19558,1749.19558,0
3216,1627.6,-44.839142,0,1582.760858,-1582.760858,1582.760858,0
3217,1755,-44.876582,0,1710.123418,-1710.123418,1710.123418,0
3218,1656.2,-44.911915,0,1611.288085,-1611.288085,1611.288085,0
3219,1547,-44.944917,0,1502.055083,-1502.055083,1502.055083,0
3220,1560,-44.978197,0,1515.021803,-1515.021803,1515.021803,0
3221,1645.8,-45.013308,0,1600.786692,-1600.786692,1600.786692,0
3222,1508,-45.045478,0,1462.954522,-1462.954522,1462.954522,0
3223,1406.6,-45.075486,0,1361.524514,-1361.524514,1361.524514,0
3224,1458.6,-45.106603,0,1413.493397,-1413.493397,1413.493397,0
3225,1250.6,-45.133282,0,1205.466718,-1205.466718,1205.466718,0
3226,1305.2,-45.161126,0,1260.038874,-1260.038874,1260.038874,0
3227,1271.4,-45.18825,0,1226.21175,-1226.21175,1226.21175,0
3228,1333.8,-45.216704,0,1288.583296,-1288.583296,1288.583296,0
3229,1092,-45.24,0,1046.76,-1046.76,1046.76,0
3230,1138.8,-45.264294,0,1093.535706,-1093.535706,1093.535706,0
3231,1118,-45.288145,0,1072.711855,-1072.711855,1072.711855,0
3232,1021.8,-45.309943,0,976.490057,-976.490057,976.490057,0
3233,1081.6,-45.333018,0,1036.266982,-1036.266982,1036.266982,0
3234,1105,-45.356591,0,1059.643409,-1059.643409,1059.643409,0
3235,1027,-45.3785,0,981.6215,-981.6215,981.6215,0
3236,959.4,-45.398967,0,914.001033,-914.001033,914.001033,0
3237,1011.4,-45.420544,0,965.979456,-965.979456,965.979456,0
3238,1053,-45.443008,0,1007.556992,-1007.556992,1007.556992,0
3239,990.6,-45.464141,0,945.135859,-945.135859,945.135859,0
3240,1050.4,-45.486549,0,1004.913451,-1004.913451,1004.913451,0
3241,980.2,-45.50746,0,934.69254,-934.69254,934.69254,0
3242,1019.2,-45.529203,0,973.670797,-973.670797,973.670797,0
3243,858,-45.547507,0,812.452493,-812.452493,812.452493,0
3244,769.6,-45.563925,0,724.036075,-724.036075,724.036075,0
3245,821.6,-45.581453,0,776.018547,-776.018547,776.018547,0
3246,764.4,-45.59776,0,718.80224,-718.80224,718.80224,0
3247,813.8,-45.615121,0,768.184879,-768.184879,768.184879,0
3248,486.2,-45.625493,0,440.574507,-440.574507,440.574507,0
3249,559,-45.637419,0,513.362581,-513.362581,513.362581,0
3250,603.2,-45.650287,0,557.549713,-557.549713,557.549713,0
3251,618.8,-45.663488,0,573.136512,-573.136512,573.136512,0
3252,416,-45.672363,0,370.327637,-370.327637,370.327637,0
3253,405.6,-45.681015,0,359.918985,-359.918985,359.918985,0
3254,358.8,-45.68867,0,313.11133,-313.11133,313.11133,0
3255,231.4,-45.693606,0,185.706394,214.293606,585.706394,0
3256,145.6,-45.696713,0,99.903287,300.096713,499.903287,0
3257,143,-45.699763,0,97.300237,302.699763,497.300237,0
3258,122.2,-45.70237,0,76.49763,323.50237,476.49763,0
3259,85.8,-45.704201,0,40.095799,359.904201,440.095799,0
3260,10.4,-45.704422,0,-35.304422,435.304422,364.695578,0
3261,85.8,-45.706253,0,40.093747,359.906253,440.093747,0
3262,145.6,-45.709359,0,99.890641,300.109359,499.890641,0
3263,88.4,-45.711245,0,42.688755,357.311245,442.688755,0
3264,41.6,-45.712132,0,-4.112132,404.112132,395.887868,0
3265,150.8,-45.715349,0,105.084651,294.915349,505.084651,0
3266,130,-45.718123,0,84.281877,315.718123,484.281877,0
3267,137.8,-45.721062,0,92.078938,307.921062,492.078938,0
3268,91,-45.723004,0,45.276996,354.723004,445.276996,0
3269,78,-45.724668,0,32.275332,367.724668,432.275332,0
3270,13,-45.724945,0,-32.724945,432.724945,367.275055,0
3271,-20.8,-45.724501,0,-66.524501,466.524501,333.475499,0
3272,57.2,-45.725722,0,11.474278,388.525722,411.474278,0
3273,85.8,-45.727552,0,40.072448,359.927552,440.072448,0
3274,33.8,-45.728273,0,-11.928273,411.928273,388.071727,0
3275,33.8,-45.728994,0,-11.928994,411.928994,388.071006,0
3276,130,-45.731767,0,84.268233,315.731767,484.268233,0
3277,98.8,-45.733875,0,53.066125,346.933875,453.066125,0
3278,65,-45.735262,0,19.264738,380.735262,419.264738,0
3279,83.2,-45.737037,0,37.462963,362.537037,437.462963,0
3280,65,-45.738423,0,19.261577,380.738423,419.261577,0
3281,122.2,-45.74103,0,76.45897,323.54103,476.45897,0
3282,67.6,-45.742473,0,21.857527,378.142473,421.857527,0
3283,98.8,-45.74458,0,53.05542,346.94458,453.05542,0
3284,83.2,-45.746355,0,37.453645,362.546355,437.453645,0
3285,135.2,-45.749239,0,89.450761,310.549239,489.450761,0
3286,101.4,-45.751403,0,55.648597,344.351403,455.648597,0
3287,119.6,-45.753954,0,73.846046,326.153954,473.846046,0
3288,67.6,-45.755396,0,21.844604,378.155396,421.844604,0
3289,44.2,-45.756339,0,-1.556339,401.556339,398.443661,0
3290,122.2,-45.758946,0,76.441054,323.558946,476.441054,0
3291,137.8,-45.761886,0,92.038114,307.961886,492.038114,0
3292,62.4,-45.763217,0,16.636783,383.363217,416.636783,0
3293,85.8,-45.765047,0,40.034953,359.965047,440.034953,0
3294,114.4,-45.767488,0,68.632512,331.367488,468.632512,0
3295,72.8,-45.769041,0,27.030959,372.969041,427.030959,0
3296,57.2,-45.770261,0,11.429739,388.570261,411.429739,0
3297,85.8,-45.772092,0,40.027908,359.972092,440.027908,0
3298,135.2,-45.774976,0,89.425024,310.574976,489.425024,0
3299,106.6,-45.77725,0,60.82275,339.17725,460.82275,0
3300,85.8,-45.779081,0,40.020919,359.979081,440.020919,0
3301,111.8,-45.781466,0,66.018534,333.981466,466.018534,0
3302,80.6,-45.783185,0,34.816815,365.183185,434.816815,0
3303,88.4,-45.785071,0,42.614929,357.385071,442.614929,0
3304,101.4,-45.787234,0,55.612766,344.387234,455.612766,0
3305,96.2,-45.789286,0,50.410714,349.589286,450.410714,0
3306,62.4,-45.790618,0,16.609382,383.390618,416.609382,0
3307,195,-45.794778,0,149.205222,250.794778,549.205222,0
3308,156,-45.798106,0,110.201894,289.798106,510.201894,0
3309,67.6,-45.799548,0,21.800452,378.199548,421.800452,0
3310,137.8,-45.802487,0,91.997513,308.002487,491.997513,0
3311,85.8,-45.804318,0,39.995682,360.004318,439.995682,0
3312,62.4,-45.805649,0,16.594351,383.405649,416.594351,0
3313,31.2,-45.806315,0,-14.606315,414.606315,385.393685,0
3314,119.6,-45.808866,0,73.791134,326.208866,473.791134,0
3315,122.2,-45.811473,0,76.388527,323.611473,476.388527,0
3316,83.2,-45.813248,0,37.386752,362.613248,437.386752,0
3317,59.8,-45.814524,0,13.985476,386.014524,413.985476,0
3318,41.6,-45.815411,0,-4.215411,404.215411,395.784589,0
3319,104,-45.81763,0,58.18237,341.81763,458.18237,0
3320,143,-45.820681,0,97.179319,302.820681,497.179319,0
3321,148.2,-45.823842,0,102.376158,297.623842,502.376158,0
3322,202.8,-45.828169,0,156.971831,243.028169,556.971831,0
3323,252.2,-45.833549,0,206.366451,-206.366451,206.366451,0
3324,309.4,-45.840149,0,263.559851,-263.559851,263.559851,0
3325,374.4,-45.848137,0,328.551863,-328.551863,328.551863,0
3326,408.2,-45.856845,0,362.343155,-362.343155,362.343155,0
3327,434.2,-45.866108,0,388.333892,-388.333892,388.333892,0
3328,449.8,-45.875703,0,403.924297,-403.924297,403.924297,0
3329,327.6,-45.882692,0,281.717308,-281.717308,281.717308,0
3330,345.8,-45.890069,0,299.909931,-299.909931,299.909931,0
3331,395.2,-45.8985,0,349.3015,-349.3015,349.3015,0
3332,795.6,-45.915473,0,749.684527,-749.684527,749.684527,0
3333,1583.4,-45.949252,0,1537.450748,-1537.450748,1537.450748,0
3334,1903.2,-45.989854,0,1857.210146,-1857.210146,1857.210146,0
3335,1677,-46.02563,0,1630.97437,-1630.97437,1630.97437,0
3336,1687.4,-46.061628,0,1641.338372,-1641.338372,1641.338372,0
3337,1749.8,-46.098957,0,1703.701043,-1703.701043,1703.701043,0
3338,2522,-46.152759,0,2475.847241,-2475.847241,2475.847241,0
3339,2990,-46.216546,0,2943.783454,-2943.783454,2943.783454,0
3340,3104.4,-46.282773,0,3058.117227,-3058.117227,3058.117227,0
3341,3005.6,-46.346893,0,2959.253107,-2959.253107,2959.253107,0
3342,2974.4,-46.410347,0,2927.989653,-2927.989653,2927.989653,0
3343,2867.8,-46.471526,0,2821.328474,-2821.328474,2821.328474,0
3344,3590.6,-46.548126,0,3544.051874,-3544.051874,3544.051874,0
3345,3814.2,-46.629495,0,3767.570505,-3767.570505,3767.570505,0
3346,3832.4,-46.711253,0,3785.688747,-3785.688747,3785.688747,0
3347,4292.6,-46.802829,0,4245.797171,-4245.797171,4245.797171,0
3348,5116.8,-46.911987,0,5069.888013,-5069.888013,5069.888013,0
3349,4830.8,-47.015044,0,4783.784956,-4783.784956,4783.784956,0
3350,5054.4,-47.122871,0,5007.277129,-5007.277129,5007.277129,0
3351,4953,-47.228535,0,4905.771465,-4905.771465,4905.771465,0
3352,5675.8,-47.349619,0,5628.450381,-5628.450381,5628.450381,0
3353,5566.6,-47.468373,0,5519.131627,-5519.131627,5519.131627,0
3354,5998.2,-47.596335,0,5950.603665,-5950.603665,5950.603665,0
3355,5722.6,-47.718417,0,5674.881583,-5674.881583,5674.881583,0
3356,5704.4,-47.840111,0,5656.559889,-5656.559889,5656.559889,0
3357,5831.8,-47.964523,0,5783.835477,-5783.835477,5783.835477,0
3358,6476.6,-48.10269,0,6428.49731,-6428.49731,6428.49731,0
3359,5964.4,-48.229931,0,5916.170069,-5916.170069,5916.170069,0
3360,5883.8,-48.355452,0,5835.444548,-5835.444548,5835.444548,0
3361,5766.8,-48.478477,0,5718.321523,-5718.321523,5718.321523,0
3362,5834.4,-48.602944,0,5785.797056,-5785.797056,5785.797056,0
3363,5561.4,-48.721587,0,5512.678413,-5512.678413,5512.678413,0
3364,5540.6,-48.839787,0,5491.760213,-5491.760213,5491.760213,0
3365,5499,-48.957099,0,5450.042901,-5450.042901,5450.042901,0
3366,5228.6,-49.068642,0,5179.531358,-5179.531358,5179.531358,0
3367,4989.4,-49.175083,0,4940.224917,-4940.224917,4940.224917,0
3368,5103.8,-49.283964,0,5054.516036,-5054.516036,5054.516036,0
3369,4994.6,-49.390515,0,4945.209485,-4945.209485,4945.209485,0
3370,5018,-49.497566,0,4968.502434,-4968.502434,4968.502434,0
3371,4391.4,-49.591249,0,4341.808751,-4341.808751,4341.808751,0
3372,4544.8,-49.688205,0,4495.111795,-4495.111795,4495.111795,0
3373,4334.2,-49.780668,0,4284.419332,-4284.419332,4284.419332,0
3374,4043,-49.866918,0,3993.133082,-3993.133082,3993.133082,0
3375,3983.2,-49.951893,0,3933.248107,-3933.248107,3933.248107,0
3376,4214.6,-50.041805,0,4164.558195,-4164.558195,4164.558195,0
3377,4001.4,-50.127168,0,3951.272832,-3951.272832,3951.272832,0
3378,3039.4,-50.192009,0,2989.207991,-2989.207991,2989.207991,0
3379,3473.6,-50.266112,0,3423.333888,-3423.333888,3423.333888,0
3380,3153.8,-50.333393,0,3103.466607,-3103.466607,3103.466607,0
3381,2948.4,-50.396292,0,2898.003708,-2898.003708,2898.003708,0
3382,2210,-50.443439,0,2159.556561,-2159.556561,2159.556561,0
3383,2186.6,-50.490086,0,2136.109914,-2136.109914,2136.109914,0
3384,2139.8,-50.535735,0,2089.264265,-2089.264265,2089.264265,0
3385,2303.6,-50.584879,0,2253.015121,-2253.015121,2253.015121,0
3386,2030.6,-50.628198,0,1979.971802,-1979.971802,1979.971802,0
3387,1840.8,-50.667469,0,1790.132531,-1790.132531,1790.132531,0
3388,1944.8,-50.708958,0,1894.091042,-1894.091042,1894.091042,0
3389,1944.8,-50.750447,0,1894.049553,-1894.049553,1894.049553,0
3390,1705.6,-50.786833,0,1654.813167,-1654.813167,1654.813167,0
3391,1617.2,-50.821333,0,1566.378667,-1566.378667,1566.378667,0
3392,1612,-50.855723,0,1561.144277,-1561.144277,1561.144277,0
3393,1601.6,-50.88989,0,1550.71011,-1550.71011,1550.71011,0
3394,1614.6,-50.924335,0,1563.675665,-1563.675665,1563.675665,0
3395,1492.4,-50.956173,0,1441.443827,-1441.443827,1441.443827,0
3396,1565.2,-50.989564,0,1514.210436,-1514.210436,1514.210436,0
3397,1541.8,-51.022455,0,1490.777545,-1490.777545,1490.777545,0
3398,1515.8,-51.054793,0,1464.745207,-1464.745207,1464.745207,0
3399,1341.6,-51.083413,0,1290.516587,-1290.516587,1290.516587,0
3400,1336.4,-51.111923,0,1285.288077,-1285.288077,1285.288077,0
3401,1193.4,-51.137382,0,1142.262618,-1142.262618,1142.262618,0
3402,1209,-51.163174,0,1157.836826,-1157.836826,1157.836826,0
3403,1151.8,-51.187746,0,1100.612254,-1100.612254,1100.612254,0
3404,1198.6,-51.213316,0,1147.386684,-1147.386684,1147.386684,0
3405,1110.2,-51.237001,0,1058.962999,-1058.962999,1058.962999,0
3406,1172.6,-51.262016,0,1121.337984,-1121.337984,1121.337984,0
3407,1071.2,-51.284868,0,1019.915132,-1019.915132,1019.915132,0
3408,1115.4,-51.308663,0,1064.091337,-1064.091337,1064.091337,0
3409,1123.2,-51.332625,0,1071.867375,-1071.867375,1071.867375,0
3410,1045.2,-51.354923,0,993.845077,-993.845077,993.845077,0
3411,1053,-51.377387,0,1001.622613,-1001.622613,1001.622613,0
3412,985.4,-51.398409,0,934.001591,-934.001591,934.001591,0
3413,1118,-51.422259,0,1066.577741,-1066.577741,1066.577741,0
3414,959.4,-51.442726,0,907.957274,-907.957274,907.957274,0
3415,938.6,-51.46275,0,887.13725,-887.13725,887.13725,0
3416,964.6,-51.483328,0,913.116672,-913.116672,913.116672,0
3417,982.8,-51.504294,0,931.295706,-931.295706,931.295706,0
3418,886.6,-51.523209,0,835.076791,-835.076791,835.076791,0
3419,873.6,-51.541845,0,822.058155,-822.058155,822.058155,0
3420,787.8,-51.558652,0,736.241348,-736.241348,736.241348,0
3421,806,-51.575846,0,754.424154,-754.424154,754.424154,0
3422,673.4,-51.590212,0,621.809788,-621.809788,621.809788,0
3423,683.8,-51.6048,0,632.1952,-632.1952,632.1952,0
3424,717.6,-51.620109,0,665.979891,-665.979891,665.979891,0
3425,642.2,-51.633809,0,590.566191,-590.566191,590.566191,0
3426,327.6,-51.640798,0,275.959202,-275.959202,275.959202,0
3427,327.6,-51.647787,0,275.952213,-275.952213,275.952213,0
3428,371.8,-51.655718,0,320.144282,-320.144282,320.144282,0
3429,379.6,-51.663817,0,327.936183,-327.936183,327.936183,0
3430,293.8,-51.670084,0,242.129916,-242.129916,242.129916,0
3431,57.2,-51.671305,0,5.528695,394.471305,405.528695,0
3432,91,-51.673246,0,39.326754,360.673246,439.326754,0
3433,166.4,-51.676796,0,114.723204,285.276796,514.723204,0
3434,122.2,-51.679403,0,70.520597,329.479403,470.520597,0
3435,80.6,-51.681122,0,28.918878,371.081122,428.918878,0
3436,132.6,-51.683951,0,80.916049,319.083951,480.916049,0
3437,36.4,-51.684727,0,-15.284727,415.284727,384.715273,0
3438,91,-51.686669,0,39.313331,360.686669,439.313331,0
3439,101.4,-51.688832,0,49.711168,350.288832,449.711168,0
3440,98.8,-51.69094,0,47.10906,352.89094,447.10906,0
3441,31.2,-51.691605,0,-20.491605,420.491605,379.508395,0
3442,67.6,-51.693047,0,15.906953,384.093047,415.906953,0
3443,36.4,-51.693824,0,-15.293824,415.293824,384.706176,0
3444,88.4,-51.69571,0,36.70429,363.29571,436.70429,0
3445,41.6,-51.696597,0,-10.096597,410.096597,389.903403,0
3446,106.6,-51.698871,0,54.901129,345.098871,454.901129,0
3447,85.8,-51.700702,0,34.099298,365.900702,434.099298,0
3448,49.4,-51.701756,0,-2.301756,402.301756,397.698244,0
3449,65,-51.703142,0,13.296858,386.703142,413.296858,0
3450,91,-51.705084,0,39.294916,360.705084,439.294916,0
3451,72.8,-51.706637,0,21.093363,378.906637,421.093363,0
3452,114.4,-51.709077,0,62.690923,337.309077,462.690923,0
3453,101.4,-51.711241,0,49.688759,350.311241,449.688759,0
3454,93.6,-51.713237,0,41.886763,358.113237,441.886763,0
3455,88.4,-51.715123,0,36.684877,363.315123,436.684877,0
3456,96.2,-51.717175,0,44.482825,355.517175,444.482825,0
3457,104,-51.719394,0,52.280606,347.719394,452.280606,0
3458,104,-51.721613,0,52.278387,347.721613,452.278387,0
3459,59.8,-51.722889,0,8.077111,391.922889,408.077111,0
3460,106.6,-51.725163,0,54.874837,345.125163,454.874837,0
3461,96.2,-51.727215,0,44.472785,355.527215,444.472785,0
3462,122.2,-51.729822,0,70.470178,329.529822,470.470178,0
3463,117,-51.732318,0,65.267682,334.732318,465.267682,0
3464,57.2,-51.733538,0,5.466462,394.533538,405.466462,0
3465,124.8,-51.736201,0,73.063799,326.936201,473.063799,0
3466,70.2,-51.737698,0,18.462302,381.537698,418.462302,0
3467,83.2,-51.739473,0,31.460527,368.539473,431.460527,0
3468,111.8,-51.741858,0,60.058142,339.941858,460.058142,0
3469,124.8,-51.744521,0,73.055479,326.944521,473.055479,0
3470,122.2,-51.747127,0,70.452873,329.547127,470.452873,0
3471,127.4,-51.749845,0,75.650155,324.349845,475.650155,0
3472,62.4,-51.751177,0,10.648823,389.351177,410.648823,0
3473,39,-51.752009,0,-12.752009,412.752009,387.247991,0
3474,98.8,-51.754116,0,47.045884,352.954116,447.045884,0
3475,106.6,-51.75639,0,54.84361,345.15639,454.84361,0
3476,106.6,-51.758665,0,54.841335,345.158665,454.841335,0
3477,49.4,-51.759718,0,-2.359718,402.359718,397.640282,0
3478,36.4,-51.760495,0,-15.360495,415.360495,384.639505,0
3479,109.2,-51.762825,0,57.437175,342.562825,457.437175,0
3480,127.4,-51.765542,0,75.634458,324.365542,475.634458,0
3481,91,-51.767484,0,39.232516,360.767484,439.232516,0
3482,26,-51.768038,0,-25.768038,425.768038,374.231962,0
3483,65,-51.769425,0,13.230575,386.769425,413.230575,0
3484,101.4,-51.771588,0,49.628412,350.371588,449.628412,0
3485,88.4,-51.773474,0,36.626526,363.373474,436.626526,0
3486,111.8,-51.775859,0,60.024141,339.975859,460.024141,0
3487,85.8,-51.77769,0,34.02231,365.97769,434.02231,0
3488,80.6,-51.779409,0,28.820591,371.179409,428.820591,0
3489,130,-51.782182,0,78.217818,321.782182,478.217818,0
3490,54.6,-51.783347,0,2.816653,397.183347,402.816653,0
3491,88.4,-51.785233,0,36.614767,363.385233,436.614767,0
3492,98.8,-51.787341,0,47.012659,352.987341,447.012659,0
3493,98.8,-51.789449,0,47.010551,352.989449,447.010551,0
3494,93.6,-51.791445,0,41.808555,358.191445,441.808555,0
