leftDeltaDistance,rightDeltaDistance,leftSpeed,rightSpeed,time,P,I,D
8743,28.6,-202.628774,0,-174.028774,574.028774,225.971226,0
8744,140.4,-202.63177,0,-62.23177,462.23177,337.76823,0
8745,80.6,-202.633489,0,-122.033489,522.033489,277.966511,0
8746,46.8,-202.634487,0,-155.834487,555.834487,244.165513,0
8747,54.6,-202.635652,0,-148.035652,548.035652,251.964348,0
8748,85.8,-202.637483,0,-116.837483,516.837483,283.162517,0
8749,70.2,-202.63898,0,-132.43898,532.43898,267.56102,0
8750,119.6,-202.641532,0,-83.041532,483.041532,316.958468,0
8751,111.8,-202.643917,0,-90.843917,490.843917,309.156083,0
8752,80.6,-202.645636,0,-122.045636,522.045636,277.954364,0
8753,174.2,-202.649353,0,-28.449353,428.449353,371.550647,0
8754,119.6,-202.651904,0,-83.051904,483.051904,316.948096,0
8755,78,-202.653568,0,-124.653568,524.653568,275.346432,0
8756,83.2,-202.655343,0,-119.455343,519.455343,280.544657,0
8757,104,-202.657562,0,-98.657562,498.657562,301.342438,0
8758,52,-202.658671,0,-150.658671,550.658671,249.341329,0
8759,91,-202.660612,0,-111.660612,511.660612,288.339388,0
8760,101.4,-202.662775,0,-101.262775,501.262775,298.737225,0
8761,83.2,-202.66455,0,-119.46455,519.46455,280.53545,0
8762,88.4,-202.666436,0,-114.266436,514.266436,285.733564,0
8763,59.8,-202.667712,0,-142.867712,542.867712,257.132288,0
8764,59.8,-202.668988,0,-142.868988,542.868988,257.131012,0
8765,111.8,-202.671373,0,-90.871373,490.871373,309.128627,0
8766,39,-202.672205,0,-163.672205,563.672205,236.327795,0
8767,54.6,-202.67337,0,-148.07337,548.07337,251.92663,0
8768,62.4,-202.674701,0,-140.274701,540.274701,259.725299,0
8769,148.2,-202.677862,0,-54.477862,454.477862,345.522138,0
8770,85.8,-202.679693,0,-116.879693,516.879693,283.120307,0
8771,36.4,-202.680469,0,-166.280469,566.280469,233.719531,0
8772,93.6,-202.682466,0,-109.082466,509.082466,290.917534,0
8773,135.2,-202.68535,0,-67.48535,467.48535,332.51465,0
8774,109.2,-202.68768,0,-93.48768,493.48768,306.51232,0
8775,150.8,-202.690897,0,-51.890897,451.890897,348.109103,0
8776,247,-202.696166,0,44.303834,355.696166,444.303834,0
8777,436.8,-202.705485,0,234.094515,-234.094515,234.094515,0
8778,546,-202.717133,0,343.282867,-343.282867,343.282867,0
8779,561.6,-202.729114,0,358.870886,-358.870886,358.870886,0
8780,455,-202.73882,0,252.26118,-252.26118,252.26118,0
8781,452.4,-202.748471,0,249.651529,-249.651529,249.651529,0
8782,416,-202.757346,0,213.242654,-213.242654,213.242654,0
8783,358.8,-202.765001,0,156.034999,243.965001,556.034999,0
8784,642.2,-202.778701,0,439.421299,-439.421299,439.421299,0
8785,465.4,-202.788629,0,262.611371,-262.611371,262.611371,0
8786,592.8,-202.801276,0,389.998724,-389.998724,389.998724,0
8787,618.8,-202.814477,0,415.985523,-415.985523,415.985523,0
8788,478.4,-202.824683,0,275.575317,-275.575317,275.575317,0
8789,642.2,-202.838383,0,439.361617,-439.361617,439.361617,0
8790,611,-202.851418,0,408.148582,-408.148582,408.148582,0
8791,590.2,-202.864009,0,387.335991,-387.335991,387.335991,0
8792,470.6,-202.874048,0,267.725952,-267.725952,267.725952,0
8793,574.6,-202.886306,0,371.713694,-371.713694,371.713694,0
8794,556.4,-202.898176,0,353.501824,-353.501824,353.501824,0
8795,644.8,-202.911932,0,441.888068,-441.888068,441.888068,0
8796,405.6,-202.920585,0,202.679415,-202.679415,202.679415,0
8797,457.6,-202.930347,0,254.669653,-254.669653,254.669653,0
8798,410.8,-202.93911,0,207.86089,-207.86089,207.86089,0
8799,369.2,-202.946987,0,166.253013,233.746987,566.253013,0
8800,585,-202.959467,0,382.040533,-382.040533,382.040533,0
8801,356.2,-202.967066,0,153.232934,246.767066,553.232934,0
8802,345.8,-202.974443,0,142.825557,257.174443,542.825557,0
8803,429,-202.983595,0,226.016405,-226.016405,226.016405,0
8804,390,-202.991915,0,187.008085,212.991915,587.008085,0
8805,262.6,-202.997517,0,59.602483,340.397517,459.602483,0
8806,221,-203.002231,0,17.997769,382.002231,417.997769,0
8807,218.4,-203.006891,0,15.393109,384.606891,415.393109,0
8808,286,-203.012992,0,82.987008,317.012992,482.987008,0
8809,226.2,-203.017818,0,23.182182,376.817818,423.182182,0
8810,213.2,-203.022366,0,10.177634,389.822366,410.177634,0
8811,197.6,-203.026581,0,-5.426581,405.426581,394.573419,0
8812,135.2,-203.029466,0,-67.829466,467.829466,332.170534,0
8813,174.2,-203.033182,0,-28.833182,428.833182,371.166818,0
8814,143,-203.036233,0,-60.036233,460.036233,339.963767,0
8815,176.8,-203.040004,0,-26.240004,426.240004,373.759996,0
8816,111.8,-203.042389,0,-91.242389,491.242389,308.757611,0
8817,83.2,-203.044164,0,-119.844164,519.844164,280.155836,0
8818,135.2,-203.047049,0,-67.847049,467.847049,332.152951,0
8819,98.8,-203.049156,0,-104.249156,504.249156,295.750844,0
8820,59.8,-203.050432,0,-143.250432,543.250432,256.749568,0
8821,70.2,-203.05193,0,-132.85193,532.85193,267.14807,0
8822,117,-203.054426,0,-86.054426,486.054426,313.945574,0
8823,85.8,-203.056256,0,-117.256256,517.256256,282.743744,0
8824,156,-203.059584,0,-47.059584,447.059584,352.940416,0
8825,88.4,-203.06147,0,-114.66147,514.66147,285.33853,0
8826,80.6,-203.063189,0,-122.463189,522.463189,277.536811,0
8827,124.8,-203.065852,0,-78.265852,478.265852,321.734148,0
8828,33.8,-203.066573,0,-169.266573,569.266573,230.733427,0
8829,72.8,-203.068126,0,-130.268126,530.268126,269.731874,0
8830,80.6,-203.069845,0,-122.469845,522.469845,277.530155,0
8831,148.2,-203.073007,0,-54.873007,454.873007,345.126993,0
8832,104,-203.075226,0,-99.075226,499.075226,300.924774,0
8833,83.2,-203.077001,0,-119.877001,519.877001,280.122999,0
8834,132.6,-203.079829,0,-70.479829,470.479829,329.520171,0
8835,36.4,-203.080606,0,-166.680606,566.680606,233.319394,0
8836,88.4,-203.082492,0,-114.682492,514.682492,285.317508,0
8837,57.2,-203.083712,0,-145.883712,545.883712,254.116288,0
8838,65,-203.085099,0,-138.085099,538.085099,261.914901,0
8839,5.2,-203.08521,0,-197.88521,597.88521,202.11479,0
8840,109.2,-203.087539,0,-93.887539,493.887539,306.112461,0
8841,78,-203.089203,0,-125.089203,525.089203,274.910797,0
8842,114.4,-203.091644,0,-88.691644,488.691644,311.308356,0
8843,88.4,-203.09353,0,-114.69353,514.69353,285.30647,0
8844,106.6,-203.095804,0,-96.495804,496.495804,303.504196,0
8845,104,-203.098022,0,-99.098022,499.098022,300.901978,0
8846,143,-203.101073,0,-60.101073,460.101073,339.898927,0
8847,78,-203.102737,0,-125.102737,525.102737,274.897263,0
8848,93.6,-203.104734,0,-109.504734,509.504734,290.495266,0
8849,148.2,-203.107895,0,-54.907895,454.907895,345.092105,0
8850,127.4,-203.110613,0,-75.710613,475.710613,324.289387,0
8851,122.2,-203.11322,0,-80.91322,480.91322,319.08678,0
8852,85.8,-203.115051,0,-117.315051,517.315051,282.684949,0
8853,156,-203.118379,0,-47.118379,447.118379,352.881621,0
8854,249.6,-203.123703,0,46.476297,353.523703,446.476297,0
8855,475.8,-203.133854,0,272.666146,-272.666146,272.666146,0
8856,520,-203.144947,0,316.855053,-316.855053,316.855053,0
8857,431.6,-203.154155,0,228.445845,-228.445845,228.445845,0
8858,340.6,-203.161421,0,137.438579,262.561421,537.438579,0
8859,267.8,-203.167134,0,64.632866,335.367134,464.632866,0
8860,429,-203.176286,0,225.823714,-225.823714,225.823714,0
8861,431.6,-203.185493,0,228.414507,-228.414507,228.414507,0
8862,366.6,-203.193314,0,163.406686,236.593314,563.406686,0
8863,434.2,-203.202577,0,230.997423,-230.997423,230.997423,0
8864,397.8,-203.211063,0,194.588937,205.411063,594.588937,0
8865,494,-203.221602,0,290.778398,-290.778398,290.778398,0
8866,348.4,-203.229035,0,145.170965,254.829035,545.170965,0
8867,520,-203.240128,0,316.759872,-316.759872,316.759872,0
8868,436.8,-203.249446,0,233.550554,-233.550554,233.550554,0
8869,369.2,-203.257323,0,165.942677,234.057323,565.942677,0
8870,371.8,-203.265254,0,168.534746,231.465254,568.534746,0
8871,551.2,-203.277013,0,347.922987,-347.922987,347.922987,0
8872,319.8,-203.283836,0,116.516164,283.483836,516.516164,0
8873,470.6,-203.293875,0,267.306125,-267.306125,267.306125,0
8874,338,-203.301086,0,134.698914,265.301086,534.698914,0
8875,403,-203.309683,0,199.690317,200.309683,599.690317,0
8876,317.2,-203.31645,0,113.88355,286.11645,513.88355,0
8877,296.4,-203.322773,0,93.077227,306.922773,493.077227,0
8878,270.4,-203.328542,0,67.071458,332.928542,467.071458,0
8879,319.8,-203.335364,0,116.464636,283.535364,516.464636,0
8880,312,-203.34202,0,108.65798,291.34202,508.65798,0
8881,384.8,-203.350229,0,181.449771,218.550229,581.449771,0
8882,262.6,-203.355831,0,59.244169,340.755831,459.244169,0
8883,213.2,-203.36038,0,9.83962,390.16038,409.83962,0
8884,286,-203.366481,0,82.633519,317.366481,482.633519,0
8885,221,-203.371196,0,17.628804,382.371196,417.628804,0
8886,148.2,-203.374357,0,-55.174357,455.174357,344.825643,0
8887,254.8,-203.379793,0,51.420207,348.579793,451.420207,0
8888,182,-203.383676,0,-21.383676,421.383676,378.616324,0
8889,226.2,-203.388501,0,22.811499,377.188501,422.811499,0
8890,171.6,-203.392162,0,-31.792162,431.792162,368.207838,0
8891,140.4,-203.395157,0,-62.995157,462.995157,337.004843,0
8892,202.8,-203.399484,0,-0.599484,400.599484,399.400516,0
8893,192.4,-203.403588,0,-11.003588,411.003588,388.996412,0
8894,205.4,-203.40797,0,1.99203,398.00797,401.99203,0
8895,213.2,-203.412518,0,9.787482,390.212518,409.787482,0
8896,119.6,-203.41507,0,-83.81507,483.81507,316.18493,0
8897,176.8,-203.418842,0,-26.618842,426.618842,373.381158,0
8898,101.4,-203.421005,0,-102.021005,502.021005,297.978995,0
8899,184.6,-203.424943,0,-18.824943,418.824943,381.175057,0
8900,150.8,-203.42816,0,-52.62816,452.62816,347.37184,0
8901,114.4,-203.430601,0,-89.030601,489.030601,310.969399,0
8902,148.2,-203.433762,0,-55.233762,455.233762,344.766238,0
8903,163.8,-203.437257,0,-39.637257,439.637257,360.362743,0
8904,65,-203.438643,0,-138.438643,538.438643,261.561357,0
8905,130,-203.441417,0,-73.441417,473.441417,326.558583,0
8906,135.2,-203.444301,0,-68.244301,468.244301,331.755699,0
8907,143,-203.447351,0,-60.447351,460.447351,339.552649,0
8908,98.8,-203.449459,0,-104.649459,504.649459,295.350541,0
8909,127.4,-203.452177,0,-76.052177,476.052177,323.947823,0
8910,98.8,-203.454285,0,-104.654285,504.654285,295.345715,0
8911,106.6,-203.456559,0,-96.856559,496.856559,303.143441,0
8912,114.4,-203.458999,0,-89.058999,489.058999,310.941001,0
8913,52,-203.460109,0,-151.460109,551.460109,248.539891,0
8914,169,-203.463714,0,-34.463714,434.463714,365.536286,0
8915,124.8,-203.466377,0,-78.666377,478.666377,321.333623,0
8916,72.8,-203.46793,0,-130.66793,530.66793,269.33207,0
8917,124.8,-203.470592,0,-78.670592,478.670592,321.329408,0
8918,70.2,-203.47209,0,-133.27209,533.27209,266.72791,0
8919,109.2,-203.474419,0,-94.274419,494.274419,305.725581,0
8920,104,-203.476638,0,-99.476638,499.476638,300.523362,0
8921,85.8,-203.478468,0,-117.678468,517.678468,282.321532,0
8922,46.8,-203.479467,0,-156.679467,556.679467,243.320533,0
8923,101.4,-203.48163,0,-102.08163,502.08163,297.91837,0
8924,70.2,-203.483127,0,-133.283127,533.283127,266.716873,0
8925,161.2,-203.486566,0,-42.286566,442.286566,357.713434,0
8926,83.2,-203.488341,0,-120.288341,520.288341,279.711659,0
8927,72.8,-203.489894,0,-130.689894,530.689894,269.310106,0
8928,23.4,-203.490394,0,-180.090394,580.090394,219.909606,0
8929,75.4,-203.492002,0,-128.092002,528.092002,271.907998,0
8930,33.8,-203.492723,0,-169.692723,569.692723,230.307277,0
8931,132.6,-203.495552,0,-70.895552,470.895552,329.104448,0
8932,28.6,-203.496162,0,-174.896162,574.896162,225.103838,0
8933,83.2,-203.497937,0,-120.297937,520.297937,279.702063,0
8934,119.6,-203.500489,0,-83.900489,483.900489,316.099511,0
8935,31.2,-203.501154,0,-172.301154,572.301154,227.698846,0
8936,114.4,-203.503595,0,-89.103595,489.103595,310.896405,0
8937,41.6,-203.504482,0,-161.904482,561.904482,238.095518,0
8938,65,-203.505869,0,-138.505869,538.505869,261.494131,0
8939,101.4,-203.508032,0,-102.108032,502.108032,297.891968,0
8940,28.6,-203.508642,0,-174.908642,574.908642,225.091358,0
8941,96.2,-203.510694,0,-107.310694,507.310694,292.689306,0
8942,7.8,-203.510861,0,-195.710861,595.710861,204.289139,0
8943,93.6,-203.512858,0,-109.912858,509.912858,290.087142,0
8944,122.2,-203.515465,0,-81.315465,481.315465,318.684535,0
8945,104,-203.517683,0,-99.517683,499.517683,300.482317,0
8946,57.2,-203.518903,0,-146.318903,546.318903,253.681097,0
8947,72.8,-203.520457,0,-130.720457,530.720457,269.279543,0
8948,88.4,-203.522342,0,-115.122342,515.122342,284.877658,0
8949,132.6,-203.525171,0,-70.925171,470.925171,329.074829,0
8950,202.8,-203.529498,0,-0.729498,400.729498,399.270502,0
8951,309.4,-203.536098,0,105.863902,294.136098,505.863902,0
8952,470.6,-203.546138,0,267.053862,-267.053862,267.053862,0
8953,626.6,-203.559505,0,423.040495,-423.040495,423.040495,0
8954,629.2,-203.572928,0,425.627072,-425.627072,425.627072,0
8955,616.2,-203.586074,0,412.613926,-412.613926,412.613926,0
8956,478.4,-203.596279,0,274.803721,-274.803721,274.803721,0
8957,538.2,-203.607761,0,334.592239,-334.592239,334.592239,0
8958,569.4,-203.619908,0,365.780092,-365.780092,365.780092,0
8959,478.4,-203.630114,0,274.769886,-274.769886,274.769886,0
8960,538.2,-203.641596,0,334.558404,-334.558404,334.558404,0
8961,400.4,-203.650138,0,196.749862,203.250138,596.749862,0
8962,616.2,-203.663283,0,412.536717,-412.536717,412.536717,0
8963,543.4,-203.674876,0,339.725124,-339.725124,339.725124,0
8964,340.6,-203.682142,0,136.917858,263.082142,536.917858,0
8965,566.8,-203.694234,0,363.105766,-363.105766,363.105766,0
8966,460.2,-203.704051,0,256.495949,-256.495949,256.495949,0
8967,382.2,-203.712205,0,178.487795,221.512205,578.487795,0
8968,546,-203.723853,0,342.276147,-342.276147,342.276147,0
8969,457.6,-203.733615,0,253.866385,-253.866385,253.866385,0
8970,395.2,-203.742046,0,191.457954,208.542046,591.457954,0
8971,486.2,-203.752418,0,282.447582,-282.447582,282.447582,0
8972,286,-203.758519,0,82.241481,317.758519,482.241481,0
8973,397.8,-203.767006,0,194.032994,205.967006,594.032994,0
8974,447.2,-203.776546,0,243.423454,-243.423454,243.423454,0
8975,405.6,-203.785199,0,201.814801,-201.814801,201.814801,0
8976,330.2,-203.792243,0,126.407757,273.592243,526.407757,0
8977,249.6,-203.797568,0,45.802432,354.197568,445.802432,0
8978,353.6,-203.805111,0,149.794889,250.205111,549.794889,0
8979,327.6,-203.8121,0,123.7879,276.2121,523.7879,0
8980,319.8,-203.818923,0,115.981077,284.018923,515.981077,0
8981,247,-203.824192,0,43.175808,356.824192,443.175808,0
8982,187.2,-203.828186,0,-16.628186,416.628186,383.371814,0
8983,254.8,-203.833621,0,50.966379,349.033621,450.966379,0
8984,249.6,-203.838946,0,45.761054,354.238946,445.761054,0
8985,208,-203.843383,0,4.156617,395.843383,404.156617,0
8986,195,-203.847543,0,-8.847543,408.847543,391.152457,0
8987,197.6,-203.851759,0,-6.251759,406.251759,393.748241,0
8988,210.6,-203.856252,0,6.743748,393.256252,406.743748,0
8989,158.6,-203.859635,0,-45.259635,445.259635,354.740365,0
8990,145.6,-203.862741,0,-58.262741,458.262741,341.737259,0
8991,101.4,-203.864905,0,-102.464905,502.464905,297.535095,0
8992,179.4,-203.868732,0,-24.468732,424.468732,375.531268,0
8993,83.2,-203.870507,0,-120.670507,520.670507,279.329493,0
8994,114.4,-203.872947,0,-89.472947,489.472947,310.527053,0
8995,153.4,-203.87622,0,-50.47622,450.47622,349.52378,0
8996,72.8,-203.877773,0,-131.077773,531.077773,268.922227,0
8997,163.8,-203.881267,0,-40.081267,440.081267,359.918733,0
8998,70.2,-203.882765,0,-133.682765,533.682765,266.317235,0
8999,127.4,-203.885483,0,-76.485483,476.485483,323.514517,0
9000,78,-203.887147,0,-125.887147,525.887147,274.112853,0
9001,62.4,-203.888478,0,-141.488478,541.488478,258.511522,0
9002,140.4,-203.891473,0,-63.491473,463.491473,336.508527,0
9003,111.8,-203.893858,0,-92.093858,492.093858,307.906142,0
9004,41.6,-203.894746,0,-162.294746,562.294746,237.705254,0
9005,88.4,-203.896631,0,-115.496631,515.496631,284.503369,0
9006,145.6,-203.899738,0,-58.299738,458.299738,341.700262,0
9007,72.8,-203.901291,0,-131.101291,531.101291,268.898709,0
9008,96.2,-203.903343,0,-107.703343,507.703343,292.296657,0
9009,91,-203.905284,0,-112.905284,512.905284,287.094716,0
9010,70.2,-203.906782,0,-133.706782,533.706782,266.293218,0
9011,135.2,-203.909666,0,-68.709666,468.709666,331.290334,0
9012,122.2,-203.912273,0,-81.712273,481.712273,318.287727,0
9013,49.4,-203.913327,0,-154.513327,554.513327,245.486673,0
9014,127.4,-203.916045,0,-76.516045,476.516045,323.483955,0
9015,117,-203.918541,0,-86.918541,486.918541,313.081459,0
9016,62.4,-203.919872,0,-141.519872,541.519872,258.480128,0
9017,93.6,-203.921869,0,-110.321869,510.321869,289.678131,0
9018,122.2,-203.924476,0,-81.724476,481.724476,318.275524,0
9019,135.2,-203.92736,0,-68.72736,468.72736,331.27264,0
9020,88.4,-203.929246,0,-115.529246,515.529246,284.470754,0
9021,28.6,-203.929856,0,-175.329856,575.329856,224.670144,0
9022,83.2,-203.931631,0,-120.731631,520.731631,279.268369,0
9023,137.8,-203.934571,0,-66.134571,466.134571,333.865429,0
9024,59.8,-203.935846,0,-144.135846,544.135846,255.864154,0
9025,98.8,-203.937954,0,-105.137954,505.137954,294.862046,0
9026,70.2,-203.939452,0,-133.739452,533.739452,266.260548,0
9027,117,-203.941948,0,-86.941948,486.941948,313.058052,0
9028,0,-203.941948,0,-203.941948,203.941948,-203.941948,0
9029,96.2,-203.944,0,-107.744,507.744,292.256,0
9030,65,-203.945387,0,-138.945387,538.945387,261.054613,0
9031,109.2,-203.947716,0,-94.747716,494.747716,305.252284,0
9032,78,-203.94938,0,-125.94938,525.94938,274.05062,0
9033,65,-203.950767,0,-138.950767,538.950767,261.049233,0
9034,114.4,-203.953207,0,-89.553207,489.553207,310.446793,0
9035,137.8,-203.956147,0,-66.156147,466.156147,333.843853,0
9036,101.4,-203.95831,0,-102.55831,502.55831,297.44169,0
9037,119.6,-203.960862,0,-84.360862,484.360862,315.639138,0
9038,241.8,-203.96602,0,37.83398,362.16602,437.83398,0
9039,358.8,-203.973675,0,154.826325,245.173675,554.826325,0
9040,728,-203.989205,0,524.010795,-524.010795,524.010795,0
9041,907.4,-204.008563,0,703.391437,-703.391437,703.391437,0
9042,886.6,-204.027477,0,682.572523,-682.572523,682.572523,0
9043,936,-204.047445,0,731.952555,-731.952555,731.952555,0
9044,998.4,-204.068745,0,794.331255,-794.331255,794.331255,0
9045,964.6,-204.089323,0,760.510677,-760.510677,760.510677,0
9046,1115.4,-204.113118,0,911.286882,-911.286882,911.286882,0
9047,1058.2,-204.135693,0,854.064307,-854.064307,854.064307,0
9048,954.2,-204.156049,0,750.043951,-750.043951,750.043951,0
9049,1084.2,-204.179179,0,880.020821,-880.020821,880.020821,0
9050,1011.4,-204.200755,0,807.199245,-807.199245,807.199245,0
9051,1032.2,-204.222775,0,827.977225,-827.977225,827.977225,0
9052,1032.2,-204.244796,0,827.955204,-827.955204,827.955204,0
9053,912.6,-204.264265,0,708.335735,-708.335735,708.335735,0
9054,1144,-204.28867,0,939.71133,-939.71133,939.71133,0
9055,904.8,-204.307972,0,700.492028,-700.492028,700.492028,0
9056,910,-204.327386,0,705.672614,-705.672614,705.672614,0
9057,917.8,-204.346965,0,713.453035,-713.453035,713.453035,0
9058,1021.8,-204.368764,0,817.431236,-817.431236,817.431236,0
9059,821.6,-204.386291,0,617.213709,-617.213709,617.213709,0
9060,826.8,-204.40393,0,622.39607,-622.39607,622.39607,0
9061,899.6,-204.423121,0,695.176879,-695.176879,695.176879,0
9062,899.6,-204.442313,0,695.157687,-695.157687,695.157687,0
9063,689,-204.457011,0,484.542989,-484.542989,484.542989,0
9064,751.4,-204.473041,0,546.926959,-546.926959,546.926959,0
9065,720.2,-204.488405,0,515.711595,-515.711595,515.711595,0
9066,720.2,-204.50377,0,515.69623,-515.69623,515.69623,0
9067,663,-204.517914,0,458.482086,-458.482086,458.482086,0
9068,598,-204.530671,0,393.469329,-393.469329,393.469329,0
9069,577.2,-204.542985,0,372.657015,-372.657015,372.657015,0
9070,598,-204.555742,0,393.444258,-393.444258,393.444258,0
9071,520,-204.566835,0,315.433165,-315.433165,315.433165,0
9072,488.8,-204.577263,0,284.222737,-284.222737,284.222737,0
9073,520,-204.588356,0,315.411644,-315.411644,315.411644,0
9074,452.4,-204.598007,0,247.801993,-247.801993,247.801993,0
9075,592.8,-204.610654,0,388.189346,-388.189346,388.189346,0
9076,462.8,-204.620527,0,258.179473,-258.179473,258.179473,0
9077,486.2,-204.630899,0,281.569101,-281.569101,281.569101,0
9078,397.8,-204.639386,0,193.160614,206.839386,593.160614,0
9079,348.4,-204.646818,0,143.753182,256.246818,543.753182,0
9080,390,-204.655138,0,185.344862,214.655138,585.344862,0
9081,400.4,-204.66368,0,195.73632,204.26368,595.73632,0
9082,296.4,-204.670003,0,91.729997,308.270003,491.729997,0
9083,312,-204.676659,0,107.323341,292.676659,507.323341,0
9084,390,-204.684979,0,185.315021,214.684979,585.315021,0
9085,299,-204.691358,0,94.308642,305.691358,494.308642,0
9086,309.4,-204.697958,0,104.702042,295.297958,504.702042,0
9087,275.6,-204.703838,0,70.896162,329.103838,470.896162,0
9088,301.6,-204.710272,0,96.889728,303.110272,496.889728,0
9089,244.4,-204.715486,0,39.684514,360.315486,439.684514,0
9090,202.8,-204.719812,0,-1.919812,401.919812,398.080188,0
9091,221,-204.724527,0,16.275473,383.724527,416.275473,0
9092,228.8,-204.729408,0,24.070592,375.929408,424.070592,0
9093,187.2,-204.733402,0,-17.533402,417.533402,382.466598,0
9094,119.6,-204.735953,0,-85.135953,485.135953,314.864047,0
9095,200.2,-204.740224,0,-4.540224,404.540224,395.459776,0
9096,202.8,-204.74455,0,-1.94455,401.94455,398.05545,0
9097,106.6,-204.746825,0,-98.146825,498.146825,301.853175,0
9098,104,-204.749043,0,-100.749043,500.749043,299.250957,0
9099,148.2,-204.752205,0,-56.552205,456.552205,343.447795,0
9100,189.8,-204.756254,0,-14.956254,414.956254,385.043746,0
9101,189.8,-204.760303,0,-14.960303,414.960303,385.039697,0
9102,132.6,-204.763132,0,-72.163132,472.163132,327.836868,0
9103,127.4,-204.76585,0,-77.36585,477.36585,322.63415,0
9104,156,-204.769178,0,-48.769178,448.769178,351.230822,0
9105,140.4,-204.772173,0,-64.372173,464.372173,335.627827,0
9106,88.4,-204.774059,0,-116.374059,516.374059,283.625941,0
9107,132.6,-204.776887,0,-72.176887,472.176887,327.823113,0
9108,140.4,-204.779883,0,-64.379883,464.379883,335.620117,0
9109,179.4,-204.78371,0,-25.38371,425.38371,374.61629,0
9110,93.6,-204.785707,0,-111.185707,511.185707,288.814293,0
9111,75.4,-204.787315,0,-129.387315,529.387315,270.612685,0
9112,137.8,-204.790255,0,-66.990255,466.990255,333.009745,0
9113,65,-204.791642,0,-139.791642,539.791642,260.208358,0
9114,148.2,-204.794803,0,-56.594803,456.594803,343.405197,0
9115,143,-204.797854,0,-61.797854,461.797854,338.202146,0
9116,124.8,-204.800516,0,-80.000516,480.000516,319.999484,0
9117,117,-204.803012,0,-87.803012,487.803012,312.196988,0
9118,137.8,-204.805952,0,-67.005952,467.005952,332.994048,0
9119,106.6,-204.808226,0,-98.208226,498.208226,301.791774,0
9120,96.2,-204.810278,0,-108.610278,508.610278,291.389722,0
9121,109.2,-204.812608,0,-95.612608,495.612608,304.387392,0
9122,49.4,-204.813662,0,-155.413662,555.413662,244.586338,0
9123,156,-204.81699,0,-48.81699,448.81699,351.18301,0
9124,75.4,-204.818598,0,-129.418598,529.418598,270.581402,0
9125,130,-204.821372,0,-74.821372,474.821372,325.178628,0
9126,187.2,-204.825365,0,-17.625365,417.625365,382.374635,0
9127,75.4,-204.826974,0,-129.426974,529.426974,270.573026,0
9128,15.6,-204.827307,0,-189.227307,589.227307,210.772693,0
9129,36.4,-204.828083,0,-168.428083,568.428083,231.571917,0
9130,119.6,-204.830635,0,-85.230635,485.230635,314.769365,0
9131,31.2,-204.8313,0,-173.6313,573.6313,226.3687,0
9132,83.2,-204.833075,0,-121.633075,521.633075,278.366925,0
9133,140.4,-204.83607,0,-64.43607,464.43607,335.56393,0
9134,143,-204.839121,0,-61.839121,461.839121,338.160879,0
9135,135.2,-204.842005,0,-69.642005,469.642005,330.357995,0
9136,88.4,-204.843891,0,-116.443891,516.443891,283.556109,0
9137,54.6,-204.845056,0,-150.245056,550.245056,249.754944,0
9138,104,-204.847275,0,-100.847275,500.847275,299.152725,0
9139,39,-204.848107,0,-165.848107,565.848107,234.151893,0
9140,70.2,-204.849604,0,-134.649604,534.649604,265.350396,0
9141,18.2,-204.849993,0,-186.649993,586.649993,213.350007,0
9142,70.2,-204.85149,0,-134.65149,534.65149,265.34851,0
9143,91,-204.853431,0,-113.853431,513.853431,286.146569,0
9144,117,-204.855927,0,-87.855927,487.855927,312.144073,0
9145,7.8,-204.856094,0,-197.056094,597.056094,202.943906,0
9146,54.6,-204.857259,0,-150.257259,550.257259,249.742741,0
9147,70.2,-204.858756,0,-134.658756,534.658756,265.341244,0
9148,67.6,-204.860198,0,-137.260198,537.260198,262.739802,0
9149,109.2,-204.862528,0,-95.662528,495.662528,304.337472,0
9150,75.4,-204.864137,0,-129.464137,529.464137,270.535863,0
9151,2.6,-204.864192,0,-202.264192,202.264192,-202.264192,0
9152,49.4,-204.865246,0,-155.465246,555.465246,244.534754,0
9153,78,-204.86691,0,-126.86691,526.86691,273.13309,0
9154,46.8,-204.867908,0,-158.067908,558.067908,241.932092,0
9155,80.6,-204.869628,0,-124.269628,524.269628,275.730372,0
9156,98.8,-204.871735,0,-106.071735,506.071735,293.928265,0
9157,119.6,-204.874287,0,-85.274287,485.274287,314.725713,0
9158,75.4,-204.875895,0,-129.475895,529.475895,270.524105,0
9159,145.6,-204.879002,0,-59.279002,459.279002,340.720998,0
9160,215.8,-204.883605,0,10.916395,389.083605,410.916395,0
9161,470.6,-204.893645,0,265.706355,-265.706355,265.706355,0
9162,621.4,-204.906901,0,416.493099,-416.493099,416.493099,0
9163,741,-204.922709,0,536.077291,-536.077291,536.077291,0
9164,847.6,-204.940791,0,642.659209,-642.659209,642.659209,0
9165,655.2,-204.954769,0,450.245231,-450.245231,450.245231,0
9166,722.8,-204.970189,0,517.829811,-517.829811,517.829811,0
9167,730.6,-204.985775,0,525.614225,-525.614225,525.614225,0
9168,637,-204.999364,0,432.000636,-432.000636,432.000636,0
9169,751.4,-205.015394,0,546.384606,-546.384606,546.384606,0
9170,579.8,-205.027763,0,374.772237,-374.772237,374.772237,0
9171,587.6,-205.040299,0,382.559701,-382.559701,382.559701,0
9172,782.6,-205.056994,0,577.543006,-577.543006,577.543006,0
